voter,year,timestamp,player,value
Bill Windler,2014,0,Lee Smith,0
Bob Elliott,2014,0,Lee Smith,0
Bob Hertzel,2014,0,Lee Smith,0
Bob Herzog,2014,0,Lee Smith,0
Bob Hohler,2014,0,Lee Smith,0
Bob Klapisch,2014,0,Lee Smith,0
Bob Kuenster,2014,0,Lee Smith,0
Bob Nightengale,2014,0,Lee Smith,0
Bob Ryan,2014,0,Lee Smith,0
Bob Sansevere,2014,0,Lee Smith,0
Bob Sherwin,2014,0,Lee Smith,0
Bob Smizik,2014,0,Lee Smith,0
Brendan Roberts,2014,0,Lee Smith,0
Brian Heyman,2014,0,Lee Smith,0
Bruce Jenkins,2014,0,Lee Smith,0
Bruce Miles,2014,0,Lee Smith,1
Buster Olney,2014,0,Lee Smith,0
Carl Steward,2014,0,Lee Smith,0
Carlos Frias,2014,0,Lee Smith,0
Carrie Muskat,2014,0,Lee Smith,0
Carter Gaddis,2014,0,Lee Smith,1
Charley Walters,2014,0,Lee Smith,0
Chaz Scoggins,2014,0,Lee Smith,0
Chris Assenheimer,2014,0,Lee Smith,1
Chris Bahr,2014,0,Lee Smith,1
Chris DeLuca,2014,0,Lee Smith,0
Chris Elsberry,2014,0,Lee Smith,1
Chris Haft,2014,0,Lee Smith,1
Chris Long,2014,0,Lee Smith,0
Claire Smith,2014,0,Lee Smith,1
Clark Spencer,2014,0,Lee Smith,0
Dan Graziano,2014,0,Lee Smith,0
Dan Le Batard,2014,0,Lee Smith,0
Dan McGrath,2014,0,Lee Smith,0
Dan Shaughnessy,2014,0,Lee Smith,0
Danny Knobler,2014,0,Lee Smith,0
Dave Albee,2014,0,Lee Smith,0
Dave Campbell,2014,41656,Lee Smith,1
Dave Cunningham,2014,0,Lee Smith,0
Dave Daniel,2014,0,Lee Smith,0
Dave Krieger,2014,0,Lee Smith,0
Dave Perkins,2014,0,Lee Smith,0
David Ginsburg,2014,0,Lee Smith,0
David Lariviere,2014,0,Lee Smith,1
David Lennon,2014,0,Lee Smith,0
David Maril,2014,0,Lee Smith,0
David Wilhelm,2014,0,Lee Smith,1
Dennis Brackin,2014,0,Lee Smith,0
Dennis Maffezzoli,2014,0,Lee Smith,0
Dennis Manoloff,2014,0,Lee Smith,0
Dennis Semrau,2014,0,Lee Smith,0
Dick Kaegel,2014,0,Lee Smith,1
Dom Amore,2014,0,Lee Smith,0
Don Burke,2014,0,Lee Smith,0
Drew Sharp,2014,0,Lee Smith,0
Evan Grant,2014,0,Lee Smith,0
Filip Bondy,2014,0,Lee Smith,1
Frank Clines,2014,0,Lee Smith,1
Fred Klein,2014,0,Lee Smith,1
Fred Mitchell,2014,0,Lee Smith,1
Gabe Lacques,2014,0,Lee Smith,0
Garry Brown,2014,0,Lee Smith,0
Garry D Howard,2014,0,Lee Smith,0
Gene Collier,2014,0,Lee Smith,0
Gene Myers,2014,0,Lee Smith,0
Geoff Baker,2014,0,Lee Smith,0
George A King III,2014,0,Lee Smith,0
Gerry Fraley,2014,0,Lee Smith,0
Glen Crevier,2014,0,Lee Smith,1
Glenn Schwarz,2014,0,Lee Smith,0
Gordon Edes,2014,0,Lee Smith,0
Gordon Wittenmyer,2014,0,Lee Smith,0
Greg Beacham,2014,0,Lee Smith,0
Greg Cote,2014,0,Lee Smith,0
Gregg Patton,2014,0,Lee Smith,0
Gregg Wong,2014,0,Lee Smith,1
Guy Curtright,2014,0,Lee Smith,0
Hal Bodley,2014,0,Lee Smith,0
Hal McCoy,2014,0,Lee Smith,0
Henry Hecht,2014,0,Lee Smith,0
Henry Schulman,2014,0,Lee Smith,0
Howard Bryant,2014,0,Lee Smith,0
Ian OConnor,2014,0,Lee Smith,0
Ivy McLemore,2014,41639,Lee Smith,1
Jack Curry,2014,0,Lee Smith,0
Jack Magruder,2014,0,Lee Smith,0
Jack McCaffery,2014,0,Lee Smith,0
Jay Dunn,2014,0,Lee Smith,1
Jayson Stark,2014,0,Lee Smith,0
Jeff Blair,2014,0,Lee Smith,0
Jeff Fletcher,2014,0,Lee Smith,0
Jeff Horrigan,2014,0,Lee Smith,0
Jeff Jacobs,2014,0,Lee Smith,0
Jeff Passan,2014,0,Lee Smith,0
Jeff Vorva,2014,0,Lee Smith,1
Jeffrey Flanagan,2014,0,Lee Smith,1
Jerry Crasnick,2014,0,Lee Smith,0
Jerry Dowling,2014,0,Lee Smith,0
Jerry Green,2014,0,Lee Smith,1
Jerry Izenberg,2014,0,Lee Smith,0
Jim Alexander,2014,0,Lee Smith,0
Jim Caple,2014,0,Lee Smith,0
Jim Hawkins,2014,0,Lee Smith,0
Jim Henneman,2014,0,Lee Smith,0
Jim Ingraham,2014,0,Lee Smith,0
Jim Molony,2014,0,Lee Smith,1
Jim Reeves,2014,0,Lee Smith,0
Jim Street,2014,0,Lee Smith,1
Joe Christensen,2014,0,Lee Smith,0
Joe Cowley,2014,0,Lee Smith,0
Joe Goddard,2014,0,Lee Smith,0
Joe Haakenson,2014,0,Lee Smith,1
Joe Henderson,2014,0,Lee Smith,0
Joe Hoppel,2014,0,Lee Smith,0
Joe Ostermeier,2014,0,Lee Smith,1
Joe Posnanski,2014,0,Lee Smith,0
Joe Rutter,2014,0,Lee Smith,0
Joel Sherman,2014,0,Lee Smith,0
Joey Johnston,2014,0,Lee Smith,0
John Altavilla,2014,0,Lee Smith,0
John Black,2014,0,Lee Smith,1
John Canzano,2014,0,Lee Smith,1
John Delcos,2014,0,Lee Smith,0
John Erardi,2014,0,Lee Smith,0
John Harper,2014,0,Lee Smith,0
John Hickey,2014,0,Lee Smith,1
John Perrotto,2014,0,Lee Smith,0
John Romano,2014,0,Lee Smith,0
John Shea,2014,0,Lee Smith,1
John Tomase,2014,0,Lee Smith,0
Jon Becker,2014,0,Lee Smith,0
Jon Heyman,2014,0,Lee Smith,0
Jorge Ebro,2014,0,Lee Smith,0
Jose de Jesus Ortiz,2014,0,Lee Smith,0
Josh Dubow,2014,0,Lee Smith,0
Juan C Rodriguez,2014,0,Lee Smith,0
Juan Vene,2014,0,Lee Smith,1
Ken Daley,2014,0,Lee Smith,0
Ken Davidoff,2014,0,Lee Smith,0
Ken Fidlin,2014,0,Lee Smith,0
Ken Gurnick,2014,0,Lee Smith,0
Ken Rosenthal,2014,0,Lee Smith,0
Kevin Kernan,2014,0,Lee Smith,0
Kevin Modesti,2014,0,Lee Smith,0
Kirby Arnold,2014,0,Lee Smith,0
La Velle Neal,2014,0,Lee Smith,1
Larry Stone,2014,0,Lee Smith,0
Lawrence Rocca,2014,0,Lee Smith,0
Lisa Nehus Saxon,2014,0,Lee Smith,0
Lowell Hickey,2014,0,Lee Smith,1
Lyle Spencer,2014,0,Lee Smith,0
Lynn Henning,2014,0,Lee Smith,0
Marc Lancaster,2014,0,Lee Smith,0
Marc Maturo,2014,0,Lee Smith,0
Marc Topkin,2014,0,Lee Smith,0
Marcos Breton,2014,0,Lee Smith,0
Mark Camps,2014,0,Lee Smith,1
Mark Faller,2014,0,Lee Smith,1
Mark Gonzales,2014,0,Lee Smith,0
Mark Hale,2014,0,Lee Smith,0
Mark Herrmann,2014,0,Lee Smith,0
Mark Kiszla,2014,0,Lee Smith,0
Mark Kreidler,2014,0,Lee Smith,0
Mark Newman,2014,0,Lee Smith,1
Mark Purdy,2014,0,Lee Smith,1
Mark Saxon,2014,0,Lee Smith,0
Mark Zuckerman,2014,0,Lee Smith,0
Martin Fennelly,2014,0,Lee Smith,1
Marty Noble,2014,0,Lee Smith,0
Mel Antonen,2014,0,Lee Smith,0
Michael Hunt,2014,0,Lee Smith,0
Michael Knisley,2014,0,Lee Smith,1
Michael Silverman,2014,0,Lee Smith,0
Mike Bass,2014,0,Lee Smith,0
Mike Bauman,2014,0,Lee Smith,1
Mike Berardino,2014,0,Lee Smith,0
Mike Dodd,2014,0,Lee Smith,1
Mike Downey,2014,0,Lee Smith,0
Mike Dyer,2014,0,Lee Smith,0
Mike Fine,2014,0,Lee Smith,0
Mike Fitzpatrick,2014,0,Lee Smith,0
Mike Hart,2014,0,Lee Smith,1
Mike Imrem,2014,0,Lee Smith,0
Mike Lefkow,2014,0,Lee Smith,1
Mike Nadel,2014,0,Lee Smith,0
Mike Puma,2014,0,Lee Smith,0
Mike Shalin,2014,0,Lee Smith,0
Mike Vaccaro,2014,0,Lee Smith,0
Monte Poole,2014,0,Lee Smith,1
Moss Klein,2014,0,Lee Smith,0
Murray Chass,2014,0,Lee Smith,0
Nick Cafardo,2014,0,Lee Smith,0
Pat Caputo,2014,0,Lee Smith,1
Patrick Reusse,2014,0,Lee Smith,0
Paul Bodi,2014,0,Lee Smith,0
Paul Daugherty,2014,0,Lee Smith,0
Paul Doyle,2014,0,Lee Smith,0
Paul Gutierrez,2014,0,Lee Smith,1
Paul Hagen,2014,0,Lee Smith,1
Paul Hoynes,2014,0,Lee Smith,1
Paul Sullivan,2014,0,Lee Smith,1
Pedro Gomez,2014,0,Lee Smith,1
Pete Caldera,2014,0,Lee Smith,0
Peter Abraham,2014,0,Lee Smith,0
Peter Botte,2014,0,Lee Smith,0
Peter Gammons,2014,0,Lee Smith,0
Peter Kerasotis,2014,0,Lee Smith,0
Peter Pascarelli,2014,0,Lee Smith,0
Phil Arvia,2014,0,Lee Smith,1
Phil Hersh,2014,0,Lee Smith,1
Phil Rogers,2014,0,Lee Smith,0
Randy Miller,2014,0,Lee Smith,0
Ray Ratto,2014,0,Lee Smith,0
Rich Chere,2014,0,Lee Smith,0
Richard Griffin,2014,0,Lee Smith,0
Richard Justice,2014,0,Lee Smith,0
Richard Shook,2014,0,Lee Smith,0
Rick Gosselin,2014,0,Lee Smith,0
Rick Hurd,2014,0,Lee Smith,1
Rick Morrissey,2014,0,Lee Smith,0
Rick Plumlee,2014,0,Lee Smith,1
Rick Telander,2014,0,Lee Smith,0
Rob Biertempfel,2014,0,Lee Smith,1
Rob Maaddi,2014,0,Lee Smith,0
Rob Parker,2014,0,Lee Smith,1
Rob Rains,2014,0,Lee Smith,1
Roberto Colon,2014,0,Lee Smith,0
Roch Kubatko,2014,0,Lee Smith,0
Roger Mooney,2014,0,Lee Smith,0
Roger Rubin,2014,0,Lee Smith,0
Ron Blum,2014,0,Lee Smith,0
Ron Chimelis,2014,0,Lee Smith,0
Ron Cook,2014,0,Lee Smith,0
Ron Kroichick,2014,0,Lee Smith,0
Ross Newhan,2014,0,Lee Smith,1
Russ White,2014,0,Lee Smith,0
Scot Gregor,2014,0,Lee Smith,0
Scott Miller,2014,0,Lee Smith,0
Scott Priestle,2014,0,Lee Smith,0
Sean Horgan,2014,0,Lee Smith,0
Sean McAdam,2014,0,Lee Smith,0
Serge Touchette,2014,0,Lee Smith,0
Seth Livingstone,2014,0,Lee Smith,0
Shi Davidi,2014,0,Lee Smith,0
Stan McNeal,2014,0,Lee Smith,0
Stephen Jacobson,2014,0,Lee Smith,0
Steve Aschburner,2014,0,Lee Smith,1
Steve Buckley,2014,0,Lee Smith,0
Steve Kornacki,2014,0,Lee Smith,0
Steve Serby,2014,0,Lee Smith,0
Steve Simmons,2014,0,Lee Smith,1
Steven Gietschier,2014,0,Lee Smith,0
Steven Goldman,2014,0,Lee Smith,1
Steven Marcus,2014,0,Lee Smith,0
Susan Slusser,2014,0,Lee Smith,0
TR Sullivan,2014,0,Lee Smith,0
Teddy Greenstein,2014,0,Lee Smith,1
Terence Moore,2014,0,Lee Smith,1
Thom Loverro,2014,0,Lee Smith,0
Tim Brown,2014,0,Lee Smith,0
Tim Cowlishaw,2014,0,Lee Smith,0
Tim Kawakami,2014,0,Lee Smith,0
Tim Kurkjian,2014,0,Lee Smith,0
Tom DAngelo,2014,0,Lee Smith,0
Tom Dienhart,2014,0,Lee Smith,1
Tom Haudricourt,2014,0,Lee Smith,0
Tom Keegan,2014,0,Lee Smith,0
Tom Powers,2014,0,Lee Smith,0
Tom Singer,2014,0,Lee Smith,1
Tom Verducci,2014,0,Lee Smith,0
Tom Yantz,2014,0,Lee Smith,0
Tony DeMarco,2014,0,Lee Smith,1
Tony Massarotti,2014,0,Lee Smith,0
Tracy Ringolsby,2014,0,Lee Smith,0
Troy Renck,2014,0,Lee Smith,0
Wallace Matthews,2014,0,Lee Smith,0
Warren Mayes,2014,0,Lee Smith,1
Wayne Monroe,2014,0,Lee Smith,0
Adam Rubin,2014,0,Jeff Kent,0
Alan Robinson,2014,0,Jeff Kent,0
Andrew Baggarly,2014,0,Jeff Kent,0
Andrew Call,2014,41654,Jeff Kent,0
Angel M Prada,2014,0,Jeff Kent,0
Ann Killion,2014,0,Jeff Kent,0
Anonymous Blank Ballot,2014,0,Jeff Kent,0
Anthony McCarron,2014,0,Jeff Kent,0
Anthony Rieber,2014,0,Jeff Kent,0
Art Davidson,2014,0,Jeff Kent,0
Art Spander,2014,0,Jeff Kent,1
Aurelio Moreno,2014,0,Jeff Kent,0
Barry Bloom,2014,0,Jeff Kent,1
Barry Rozner,2014,0,Jeff Kent,0
Barry Stanton,2014,0,Jeff Kent,0
Bernie Wilson,2014,0,Jeff Kent,0
Bill Ballou,2014,0,Jeff Kent,0
Bill Center,2014,0,Jeff Kent,0
Bill Christine,2014,0,Jeff Kent,0
Bill Dickens,2014,0,Jeff Kent,0
Bill Griffith,2014,0,Jeff Kent,0
Bill Lankhof,2014,0,Jeff Kent,0
Bill Madden,2014,0,Jeff Kent,1
Bill Peterson,2014,0,Jeff Kent,0
Bill Windler,2014,0,Jeff Kent,0
Bob Elliott,2014,0,Jeff Kent,1
Bob Hertzel,2014,0,Jeff Kent,0
Bob Herzog,2014,0,Jeff Kent,0
Bob Hohler,2014,0,Jeff Kent,0
Bob Klapisch,2014,0,Jeff Kent,0
Bob Kuenster,2014,0,Jeff Kent,1
Bob Nightengale,2014,0,Jeff Kent,0
Bob Ryan,2014,0,Jeff Kent,0
Bob Sansevere,2014,0,Jeff Kent,0
Bob Sherwin,2014,0,Jeff Kent,1
Bob Smizik,2014,0,Jeff Kent,0
Brendan Roberts,2014,0,Jeff Kent,0
Brian Heyman,2014,0,Jeff Kent,0
Bruce Jenkins,2014,0,Jeff Kent,0
Bruce Miles,2014,0,Jeff Kent,0
Buster Olney,2014,0,Jeff Kent,0
Carl Steward,2014,0,Jeff Kent,0
Carlos Frias,2014,0,Jeff Kent,0
Carrie Muskat,2014,0,Jeff Kent,0
Carter Gaddis,2014,0,Jeff Kent,0
Charley Walters,2014,0,Jeff Kent,0
Chaz Scoggins,2014,0,Jeff Kent,0
Chris Assenheimer,2014,0,Jeff Kent,0
Chris Bahr,2014,0,Jeff Kent,0
Chris DeLuca,2014,0,Jeff Kent,0
Chris Elsberry,2014,0,Jeff Kent,0
Chris Haft,2014,0,Jeff Kent,1
Chris Long,2014,0,Jeff Kent,0
Claire Smith,2014,0,Jeff Kent,0
Clark Spencer,2014,0,Jeff Kent,1
Dan Graziano,2014,0,Jeff Kent,0
Dan Le Batard,2014,0,Jeff Kent,0
Dan McGrath,2014,0,Jeff Kent,0
Dan Shaughnessy,2014,0,Jeff Kent,0
Danny Knobler,2014,0,Jeff Kent,0
Dave Albee,2014,0,Jeff Kent,1
Dave Campbell,2014,41656,Jeff Kent,0
Dave Cunningham,2014,0,Jeff Kent,1
Dave Daniel,2014,0,Jeff Kent,0
Dave Krieger,2014,0,Jeff Kent,0
Dave Perkins,2014,0,Jeff Kent,0
David Ginsburg,2014,0,Jeff Kent,0
David Lariviere,2014,0,Jeff Kent,0
David Lennon,2014,0,Jeff Kent,0
David Maril,2014,0,Jeff Kent,0
David Wilhelm,2014,0,Jeff Kent,0
Dennis Brackin,2014,0,Jeff Kent,0
Dennis Maffezzoli,2014,0,Jeff Kent,0
Dennis Manoloff,2014,0,Jeff Kent,0
Dennis Semrau,2014,0,Jeff Kent,0
Dick Kaegel,2014,0,Jeff Kent,0
Dom Amore,2014,0,Jeff Kent,0
Don Burke,2014,0,Jeff Kent,1
Drew Sharp,2014,0,Jeff Kent,0
Evan Grant,2014,0,Jeff Kent,0
Filip Bondy,2014,0,Jeff Kent,0
Frank Clines,2014,0,Jeff Kent,0
Fred Klein,2014,0,Jeff Kent,0
Fred Mitchell,2014,0,Jeff Kent,1
Gabe Lacques,2014,0,Jeff Kent,0
Garry Brown,2014,0,Jeff Kent,0
Garry D Howard,2014,0,Jeff Kent,0
Gene Collier,2014,0,Jeff Kent,0
Gene Myers,2014,0,Jeff Kent,0
Geoff Baker,2014,0,Jeff Kent,0
George A King III,2014,0,Jeff Kent,0
Gerry Fraley,2014,0,Jeff Kent,0
Glen Crevier,2014,0,Jeff Kent,0
Glenn Schwarz,2014,0,Jeff Kent,0
Gordon Edes,2014,0,Jeff Kent,0
Gordon Wittenmyer,2014,0,Jeff Kent,0
Greg Beacham,2014,0,Jeff Kent,0
Greg Cote,2014,0,Jeff Kent,0
Gregg Patton,2014,0,Jeff Kent,0
Gregg Wong,2014,0,Jeff Kent,0
Guy Curtright,2014,0,Jeff Kent,0
Hal Bodley,2014,0,Jeff Kent,0
Hal McCoy,2014,0,Jeff Kent,0
Henry Hecht,2014,0,Jeff Kent,0
Henry Schulman,2014,0,Jeff Kent,1
Howard Bryant,2014,0,Jeff Kent,0
Ian OConnor,2014,0,Jeff Kent,0
Ivy McLemore,2014,41639,Jeff Kent,1
Jack Curry,2014,0,Jeff Kent,0
Jack Magruder,2014,0,Jeff Kent,0
Jack McCaffery,2014,0,Jeff Kent,0
Jay Dunn,2014,0,Jeff Kent,0
Jayson Stark,2014,0,Jeff Kent,1
Jeff Blair,2014,0,Jeff Kent,0
Jeff Fletcher,2014,0,Jeff Kent,1
Jeff Horrigan,2014,0,Jeff Kent,0
Jeff Jacobs,2014,0,Jeff Kent,0
Jeff Passan,2014,0,Jeff Kent,0
Jeff Vorva,2014,0,Jeff Kent,0
Jeffrey Flanagan,2014,0,Jeff Kent,0
Jerry Crasnick,2014,0,Jeff Kent,1
Jerry Dowling,2014,0,Jeff Kent,0
Jerry Green,2014,0,Jeff Kent,0
Jerry Izenberg,2014,0,Jeff Kent,0
Jim Alexander,2014,0,Jeff Kent,0
Jim Caple,2014,0,Jeff Kent,0
Jim Hawkins,2014,0,Jeff Kent,0
Jim Henneman,2014,0,Jeff Kent,0
Jim Ingraham,2014,0,Jeff Kent,0
Jim Molony,2014,0,Jeff Kent,1
Jim Reeves,2014,0,Jeff Kent,1
Jim Street,2014,0,Jeff Kent,0
Joe Christensen,2014,0,Jeff Kent,0
Joe Cowley,2014,0,Jeff Kent,0
Joe Goddard,2014,0,Jeff Kent,0
Joe Haakenson,2014,0,Jeff Kent,0
Joe Henderson,2014,0,Jeff Kent,0
Joe Hoppel,2014,0,Jeff Kent,0
Joe Ostermeier,2014,0,Jeff Kent,0
Joe Posnanski,2014,0,Jeff Kent,0
Joe Rutter,2014,0,Jeff Kent,0
Joel Sherman,2014,0,Jeff Kent,0
Joey Johnston,2014,0,Jeff Kent,0
John Altavilla,2014,0,Jeff Kent,0
John Black,2014,0,Jeff Kent,1
John Canzano,2014,0,Jeff Kent,0
John Delcos,2014,0,Jeff Kent,0
John Erardi,2014,0,Jeff Kent,0
John Harper,2014,0,Jeff Kent,0
John Hickey,2014,0,Jeff Kent,1
John Perrotto,2014,0,Jeff Kent,0
John Romano,2014,0,Jeff Kent,0
John Shea,2014,0,Jeff Kent,1
John Tomase,2014,0,Jeff Kent,0
Jon Becker,2014,0,Jeff Kent,0
Jon Heyman,2014,0,Jeff Kent,0
Jorge Ebro,2014,0,Jeff Kent,0
Jose de Jesus Ortiz,2014,0,Jeff Kent,1
Josh Dubow,2014,0,Jeff Kent,0
Juan C Rodriguez,2014,0,Jeff Kent,1
Juan Vene,2014,0,Jeff Kent,0
Ken Daley,2014,0,Jeff Kent,0
Ken Davidoff,2014,0,Jeff Kent,0
Ken Fidlin,2014,0,Jeff Kent,0
Ken Gurnick,2014,0,Jeff Kent,0
Ken Rosenthal,2014,0,Jeff Kent,0
Kevin Kernan,2014,0,Jeff Kent,0
Kevin Modesti,2014,0,Jeff Kent,0
Kirby Arnold,2014,0,Jeff Kent,0
La Velle Neal,2014,0,Jeff Kent,0
Larry Stone,2014,0,Jeff Kent,0
Lawrence Rocca,2014,0,Jeff Kent,0
Lisa Nehus Saxon,2014,0,Jeff Kent,0
Lowell Hickey,2014,0,Jeff Kent,0
Lyle Spencer,2014,0,Jeff Kent,0
Lynn Henning,2014,0,Jeff Kent,0
Marc Lancaster,2014,0,Jeff Kent,0
Marc Maturo,2014,0,Jeff Kent,1
Marc Topkin,2014,0,Jeff Kent,0
Marcos Breton,2014,0,Jeff Kent,0
Mark Camps,2014,0,Jeff Kent,0
Mark Faller,2014,0,Jeff Kent,0
Mark Gonzales,2014,0,Jeff Kent,1
Mark Hale,2014,0,Jeff Kent,0
Mark Herrmann,2014,0,Jeff Kent,0
Mark Kiszla,2014,0,Jeff Kent,0
Mark Kreidler,2014,0,Jeff Kent,0
Mark Newman,2014,0,Jeff Kent,0
Mark Purdy,2014,0,Jeff Kent,0
Mark Saxon,2014,0,Jeff Kent,1
Mark Zuckerman,2014,0,Jeff Kent,0
Martin Fennelly,2014,0,Jeff Kent,0
Marty Noble,2014,0,Jeff Kent,0
Mel Antonen,2014,0,Jeff Kent,0
Michael Hunt,2014,0,Jeff Kent,0
Michael Knisley,2014,0,Jeff Kent,1
Michael Silverman,2014,0,Jeff Kent,0
Mike Bass,2014,0,Jeff Kent,1
Mike Bauman,2014,0,Jeff Kent,0
Mike Berardino,2014,0,Jeff Kent,0
Mike Dodd,2014,0,Jeff Kent,0
Mike Downey,2014,0,Jeff Kent,0
Mike Dyer,2014,0,Jeff Kent,0
Mike Fine,2014,0,Jeff Kent,0
Mike Fitzpatrick,2014,0,Jeff Kent,0
Mike Hart,2014,0,Jeff Kent,0
Mike Imrem,2014,0,Jeff Kent,0
Mike Lefkow,2014,0,Jeff Kent,0
Mike Nadel,2014,0,Jeff Kent,0
Mike Puma,2014,0,Jeff Kent,0
Mike Shalin,2014,0,Jeff Kent,0
Mike Vaccaro,2014,0,Jeff Kent,0
Monte Poole,2014,0,Jeff Kent,0
Moss Klein,2014,0,Jeff Kent,0
Murray Chass,2014,0,Jeff Kent,0
Nick Cafardo,2014,0,Jeff Kent,1
Pat Caputo,2014,0,Jeff Kent,0
Patrick Reusse,2014,0,Jeff Kent,0
Paul Bodi,2014,0,Jeff Kent,0
Paul Daugherty,2014,0,Jeff Kent,0
Paul Doyle,2014,0,Jeff Kent,0
Paul Gutierrez,2014,0,Jeff Kent,1
Paul Hagen,2014,0,Jeff Kent,0
Paul Hoynes,2014,0,Jeff Kent,0
Paul Sullivan,2014,0,Jeff Kent,0
Pedro Gomez,2014,0,Jeff Kent,0
Pete Caldera,2014,0,Jeff Kent,0
Peter Abraham,2014,0,Jeff Kent,0
Peter Botte,2014,0,Jeff Kent,1
Peter Gammons,2014,0,Jeff Kent,0
Peter Kerasotis,2014,0,Jeff Kent,1
Peter Pascarelli,2014,0,Jeff Kent,0
Phil Arvia,2014,0,Jeff Kent,0
Phil Hersh,2014,0,Jeff Kent,0
Phil Rogers,2014,0,Jeff Kent,0
Randy Miller,2014,0,Jeff Kent,0
Ray Ratto,2014,0,Jeff Kent,0
Rich Chere,2014,0,Jeff Kent,1
Richard Griffin,2014,0,Jeff Kent,0
Richard Justice,2014,0,Jeff Kent,0
Richard Shook,2014,0,Jeff Kent,0
Rick Gosselin,2014,0,Jeff Kent,0
Rick Hurd,2014,0,Jeff Kent,0
Rick Morrissey,2014,0,Jeff Kent,0
Rick Plumlee,2014,0,Jeff Kent,0
Rick Telander,2014,0,Jeff Kent,0
Rob Biertempfel,2014,0,Jeff Kent,0
Rob Maaddi,2014,0,Jeff Kent,0
Rob Parker,2014,0,Jeff Kent,0
Rob Rains,2014,0,Jeff Kent,0
Roberto Colon,2014,0,Jeff Kent,0
Roch Kubatko,2014,0,Jeff Kent,0
Roger Mooney,2014,0,Jeff Kent,0
Roger Rubin,2014,0,Jeff Kent,0
Ron Blum,2014,0,Jeff Kent,0
Ron Chimelis,2014,0,Jeff Kent,0
Ron Cook,2014,0,Jeff Kent,0
Ron Kroichick,2014,0,Jeff Kent,0
Ross Newhan,2014,0,Jeff Kent,1
Russ White,2014,0,Jeff Kent,0
Scot Gregor,2014,0,Jeff Kent,0
Scott Miller,2014,0,Jeff Kent,1
Scott Priestle,2014,0,Jeff Kent,0
Sean Horgan,2014,0,Jeff Kent,1
Sean McAdam,2014,0,Jeff Kent,0
Serge Touchette,2014,0,Jeff Kent,0
Seth Livingstone,2014,0,Jeff Kent,0
Shi Davidi,2014,0,Jeff Kent,1
Stan McNeal,2014,0,Jeff Kent,0
Stephen Jacobson,2014,0,Jeff Kent,0
Steve Aschburner,2014,0,Jeff Kent,0
Steve Buckley,2014,0,Jeff Kent,0
Steve Kornacki,2014,0,Jeff Kent,0
Steve Serby,2014,0,Jeff Kent,0
Steve Simmons,2014,0,Jeff Kent,0
Steven Gietschier,2014,0,Jeff Kent,1
Steven Goldman,2014,0,Jeff Kent,1
Steven Marcus,2014,0,Jeff Kent,0
Susan Slusser,2014,0,Jeff Kent,0
TR Sullivan,2014,0,Jeff Kent,0
Teddy Greenstein,2014,0,Jeff Kent,0
Terence Moore,2014,0,Jeff Kent,0
Thom Loverro,2014,0,Jeff Kent,0
Tim Brown,2014,0,Jeff Kent,1
Tim Cowlishaw,2014,0,Jeff Kent,0
Tim Kawakami,2014,0,Jeff Kent,0
Tim Kurkjian,2014,0,Jeff Kent,0
Tom DAngelo,2014,0,Jeff Kent,0
Tom Dienhart,2014,0,Jeff Kent,0
Tom Haudricourt,2014,0,Jeff Kent,0
Tom Keegan,2014,0,Jeff Kent,0
Tom Powers,2014,0,Jeff Kent,0
Tom Singer,2014,0,Jeff Kent,0
Tom Verducci,2014,0,Jeff Kent,1
Tom Yantz,2014,0,Jeff Kent,0
Tony DeMarco,2014,0,Jeff Kent,1
Tony Massarotti,2014,0,Jeff Kent,0
Tracy Ringolsby,2014,0,Jeff Kent,0
Troy Renck,2014,0,Jeff Kent,0
Wallace Matthews,2014,0,Jeff Kent,0
Warren Mayes,2014,0,Jeff Kent,0
Wayne Monroe,2014,0,Jeff Kent,0
Adam Rubin,2014,0,Edgar Martinez,0
Alan Robinson,2014,0,Edgar Martinez,0
Andrew Baggarly,2014,0,Edgar Martinez,1
Andrew Call,2014,41654,Edgar Martinez,1
Angel M Prada,2014,0,Edgar Martinez,0
Ann Killion,2014,0,Edgar Martinez,0
Anonymous Blank Ballot,2014,0,Edgar Martinez,0
Anthony McCarron,2014,0,Edgar Martinez,1
Anthony Rieber,2014,0,Edgar Martinez,0
Art Davidson,2014,0,Edgar Martinez,0
Art Spander,2014,0,Edgar Martinez,1
Aurelio Moreno,2014,0,Edgar Martinez,0
Barry Bloom,2014,0,Edgar Martinez,0
Barry Rozner,2014,0,Edgar Martinez,0
Barry Stanton,2014,0,Edgar Martinez,1
Bernie Wilson,2014,0,Edgar Martinez,0
Bill Ballou,2014,0,Edgar Martinez,0
Bill Center,2014,0,Edgar Martinez,0
Bill Christine,2014,0,Edgar Martinez,1
Bill Dickens,2014,0,Edgar Martinez,0
Bill Griffith,2014,0,Edgar Martinez,1
Bill Lankhof,2014,0,Edgar Martinez,0
Bill Madden,2014,0,Edgar Martinez,0
Bill Peterson,2014,0,Edgar Martinez,0
Bill Windler,2014,0,Edgar Martinez,0
Bob Elliott,2014,0,Edgar Martinez,0
Bob Hertzel,2014,0,Edgar Martinez,0
Bob Herzog,2014,0,Edgar Martinez,0
Bob Hohler,2014,0,Edgar Martinez,0
Bob Klapisch,2014,0,Edgar Martinez,0
Bob Kuenster,2014,0,Edgar Martinez,0
Bob Nightengale,2014,0,Edgar Martinez,0
Bob Ryan,2014,0,Edgar Martinez,1
